GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RLZE001,RLZE002,RLZE003,RLZE004,RLZE005,RLZE006,RLZE007,RLZE008,RLZE009,RLZE010,RLZE011,RLZE012,RLZE013,RLZE014,RLZE015,RLZE016,RLZE017,RLZE018,RLZE019,RLZE020,RLZE021,NAME_M,RLZM001,RLZM002,RLZM003,RLZM004,RLZM005,RLZM006,RLZM007,RLZM008,RLZM009,RLZM010,RLZM011,RLZM012,RLZM013,RLZM014,RLZM015,RLZM016,RLZM017,RLZM018,RLZM019,RLZM020,RLZM021
"G30660","2005-2009","US",,,,,,,,,,,,,,,,"Lincoln, IL Micro Area","30660",,,,,,,,,,,,,,,,"31000US30660","Lincoln, IL Micro Area",12483,11227,9885,1342,960,195,92,3,92,9,9,0,0,0,0,0,9,8,471,157,602,"Lincoln, IL Micro Area",955,1346,1236,233,177,94,44,10,52,11,11,119,119,119,119,119,9,10,220,110,377
"G30700","2005-2009","US",,,,,,,,,,,,,,,,"Lincoln, NE Metro Area","30700",,,,,,,,,,,,,,,,"31000US30700","Lincoln, NE Metro Area",158360,142819,127777,15042,11888,1845,885,221,203,1942,1922,0,20,0,0,39,436,1951,5085,479,5609,"Lincoln, NE Metro Area",1499,1694,1612,865,815,341,295,89,95,360,356,99,31,99,99,38,132,384,511,100,507
"G30740","2005-2009","US",,,,,,,,,,,,,,,,"Lincolnton, NC Micro Area","30740",,,,,,,,,,,,,,,,"31000US30740","Lincolnton, NC Micro Area",32649,30891,27503,3388,2572,459,128,204,25,87,87,0,0,0,0,0,88,45,360,277,901,"Lincolnton, NC Micro Area",1093,1104,1069,493,406,149,71,219,27,55,55,127,127,127,127,127,65,70,153,151,202
"G30780","2005-2009","US",,,,,,,,,,,,,,,,"Little Rock-North Little Rock-Conway, AR Metro Area","30780",,,,,,,,,,,,,,,,"31000US30780","Little Rock-North Little Rock-Conway, AR Metro Area",316464,295566,259698,35868,28306,4590,1663,737,572,2372,2323,0,18,5,26,347,689,328,4893,1681,10588,"Little Rock-North Little Rock-Conway, AR Metro Area",2685,2624,2661,1459,1372,582,323,236,146,370,356,119,27,10,34,166,153,127,552,333,1957
"G30820","2005-2009","US",,,,,,,,,,,,,,,,"Lock Haven, PA Micro Area","30820",,,,,,,,,,,,,,,,"31000US30820","Lock Haven, PA Micro Area",16242,14390,12478,1912,1505,244,92,29,42,24,21,0,0,3,0,2,10,69,1025,113,609,"Lock Haven, PA Micro Area",447,501,461,223,207,57,54,16,28,19,18,109,109,5,109,4,8,77,193,51,126
"G30860","2005-2009","US",,,,,,,,,,,,,,,,"Logan, UT-ID Metro Area","30860",,,,,,,,,,,,,,,,"31000US30860","Logan, UT-ID Metro Area",57627,48592,41441,7151,5179,1063,553,151,205,1008,990,18,0,0,0,5,431,1138,3199,164,3090,"Logan, UT-ID Metro Area",848,997,1055,519,452,198,123,53,69,220,216,28,119,119,119,10,212,225,460,71,365
"G30900","2005-2009","US",,,,,,,,,,,,,,,,"Logansport, IN Micro Area","30900",,,,,,,,,,,,,,,,"31000US30900","Logansport, IN Micro Area",17605,16131,14344,1787,1440,114,79,124,30,101,101,0,0,0,0,81,19,74,388,227,584,"Logansport, IN Micro Area",551,635,575,349,282,60,45,172,32,53,53,119,119,119,119,97,19,67,141,131,201
"G30940","2005-2009","US",,,,,,,,,,,,,,,,"London, KY Micro Area","30940",,,,,,,,,,,,,,,,"31000US30940","London, KY Micro Area",23005,21283,19117,2166,1644,360,78,38,46,11,11,0,0,0,0,0,12,17,390,40,1252,"London, KY Micro Area",614,669,700,329,292,125,64,42,39,18,18,123,123,123,123,123,19,21,139,30,327
"G30980","2005-2009","US",,,,,,,,,,,,,,,,"Longview, TX Metro Area","30980",,,,,,,,,,,,,,,,"31000US30980","Longview, TX Metro Area",87622,81313,71808,9505,7258,1318,609,280,40,184,184,0,0,0,0,0,238,266,1090,1550,2981,"Longview, TX Metro Area",1476,1423,1319,747,656,267,231,124,32,179,179,127,127,127,127,127,89,137,293,328,480
"G31020","2005-2009","US",,,,,,,,,,,,,,,,"Longview, WA Metro Area","31020",,,,,,,,,,,,,,,,"31000US31020","Longview, WA Metro Area",40766,37933,32301,5632,4425,641,188,258,120,103,94,0,0,0,9,0,11,227,772,459,1261,"Longview, WA Metro Area",1245,1216,1322,600,554,275,110,147,66,82,81,119,119,119,14,119,18,112,250,124,243
"G31060","2005-2009","US",,,,,,,,,,,,,,,,"Los Alamos, NM Micro Area","31060",,,,,,,,,,,,,,,,"31000US31060","Los Alamos, NM Micro Area",9521,8412,7190,1222,1110,38,46,8,20,90,79,0,0,11,0,0,30,98,456,35,400,"Los Alamos, NM Micro Area",358,362,358,290,265,50,47,19,32,53,52,127,127,17,127,127,33,56,137,50,146
"G31100","2005-2009","US",,,,,,,,,,,,,,,,"Los Angeles-Long Beach-Santa Ana, CA Metro Area","31100",,,,,,,,,,,,,,,,"31000US31100","Los Angeles-Long Beach-Santa Ana, CA Metro Area",5816255,4937606,4273588,664018,511813,94145,32070,14086,11904,352511,322192,2413,14371,13021,514,3117,14960,43597,152915,56689,254860,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",12333,13668,14218,7499,6133,2743,1795,1025,818,5718,5688,400,908,819,212,421,936,1907,3350,2277,4411
"G31140","2005-2009","US",,,,,,,,,,,,,,,,"Louisville-Jefferson County, KY-IN Metro Area","31140",,,,,,,,,,,,,,,,"31000US31140","Louisville-Jefferson County, KY-IN Metro Area",579829,536455,479077,57378,46110,7286,1736,1341,905,12357,12200,81,38,29,9,228,668,1216,9629,3516,15760,"Louisville-Jefferson County, KY-IN Metro Area",2775,3035,3299,1861,1623,692,293,315,240,750,741,62,39,45,14,156,147,234,807,482,793
"G31180","2005-2009","US",,,,,,,,,,,,,,,,"Lubbock, TX Metro Area","31180",,,,,,,,,,,,,,,,"31000US31180","Lubbock, TX Metro Area",125403,116195,102969,13226,10571,1791,430,345,89,1024,951,62,11,0,0,83,365,443,2820,451,4022,"Lubbock, TX Metro Area",1832,1918,1845,895,834,329,160,225,55,226,227,81,18,127,127,69,119,163,425,129,477
"G31260","2005-2009","US",,,,,,,,,,,,,,,,"Lufkin, TX Micro Area","31260",,,,,,,,,,,,,,,,"31000US31260","Lufkin, TX Micro Area",34019,32253,27541,4712,3742,528,221,221,0,199,193,6,0,0,0,0,109,22,591,440,405,"Lufkin, TX Micro Area",1013,1020,1138,553,493,157,146,127,127,120,119,13,127,127,127,127,83,27,194,211,133
"G31300","2005-2009","US",,,,,,,,,,,,,,,,"Lumberton, NC Micro Area","31300",,,,,,,,,,,,,,,,"31000US31300","Lumberton, NC Micro Area",48074,45908,38004,7904,4999,1325,856,245,479,37,24,13,0,0,0,0,35,82,745,261,1006,"Lumberton, NC Micro Area",984,1017,1133,722,604,317,358,117,216,45,39,21,127,127,127,127,37,60,240,103,191
"G31340","2005-2009","US",,,,,,,,,,,,,,,,"Lynchburg, VA Metro Area","31340",,,,,,,,,,,,,,,,"31000US31340","Lynchburg, VA Metro Area",112074,103379,92129,11250,8782,1725,311,245,187,1118,1071,0,32,15,0,45,246,154,2221,1123,3788,"Lynchburg, VA Metro Area",1756,1829,1777,914,750,354,113,105,95,318,317,127,37,22,127,50,106,120,368,232,435
"G31380","2005-2009","US",,,,,,,,,,,,,,,,"Macomb, IL Micro Area","31380",,,,,,,,,,,,,,,,"31000US31380","Macomb, IL Micro Area",14419,11781,10583,1198,913,224,60,1,0,277,277,0,0,0,0,16,33,152,1362,81,717,"Macomb, IL Micro Area",652,645,641,270,238,101,50,2,119,160,160,119,119,119,119,26,28,70,267,50,204
"G31420","2005-2009","US",,,,,,,,,,,,,,,,"Macon, GA Metro Area","31420",,,,,,,,,,,,,,,,"31000US31420","Macon, GA Metro Area",93506,87636,76837,10799,8217,1502,428,276,376,1177,1121,49,0,0,7,183,47,28,1886,596,1953,"Macon, GA Metro Area",1565,1518,1501,969,840,334,168,177,185,289,296,69,132,132,11,126,45,32,481,205,367
"G31460","2005-2009","US",,,,,,,,,,,,,,,,"Madera-Chowchilla, CA Metro Area","31460",,,,,,,,,,,,,,,,"31000US31460","Madera-Chowchilla, CA Metro Area",48213,43611,35499,8112,4895,1034,459,933,791,180,180,0,0,0,0,0,99,167,953,381,2822,"Madera-Chowchilla, CA Metro Area",1380,1378,1313,839,616,246,217,338,356,130,130,132,132,132,132,132,58,106,344,183,463
"G31500","2005-2009","US",,,,,,,,,,,,,,,,"Madison, IN Micro Area","31500",,,,,,,,,,,,,,,,"31000US31500","Madison, IN Micro Area",14404,12998,11648,1350,1092,221,21,9,7,44,44,0,0,0,0,11,14,26,689,161,461,"Madison, IN Micro Area",644,678,678,256,266,84,26,15,12,38,38,119,119,119,119,19,21,32,197,99,186
"G31540","2005-2009","US",,,,,,,,,,,,,,,,"Madison, WI Metro Area","31540",,,,,,,,,,,,,,,,"31000US31540","Madison, WI Metro Area",308872,258566,228411,30155,24634,3340,1045,429,707,12098,11934,10,84,54,16,289,997,6548,17107,1293,11974,"Madison, WI Metro Area",1770,1887,1876,1300,1189,465,242,164,148,893,878,17,55,44,26,116,181,568,868,224,617
"G31580","2005-2009","US",,,,,,,,,,,,,,,,"Madisonville, KY Micro Area","31580",,,,,,,,,,,,,,,,"31000US31580","Madisonville, KY Micro Area",19267,18369,16129,2240,1739,422,46,31,2,0,0,0,0,0,0,0,10,0,218,239,431,"Madisonville, KY Micro Area",509,496,559,345,313,185,46,34,4,123,123,123,123,123,123,123,17,123,96,132,126
"G31620","2005-2009","US",,,,,,,,,,,,,,,,"Magnolia, AR Micro Area","31620",,,,,,,,,,,,,,,,"31000US31620","Magnolia, AR Micro Area",10016,8958,8206,752,560,85,67,22,18,40,40,0,0,0,0,0,12,0,301,408,297,"Magnolia, AR Micro Area",533,543,565,183,184,64,43,28,26,35,35,119,119,119,119,119,14,119,142,152,158
"G31660","2005-2009","US",,,,,,,,,,,,,,,,"Malone, NY Micro Area","31660",,,,,,,,,,,,,,,,"31000US31660","Malone, NY Micro Area",19377,17041,14489,2552,2003,327,152,43,27,146,134,6,0,6,0,37,32,64,828,99,1130,"Malone, NY Micro Area",683,657,593,358,318,104,77,38,29,52,49,9,123,9,123,37,25,39,202,50,204
"G31700","2005-2009","US",,,,,,,,,,,,,,,,"Manchester-Nashua, NH Metro Area","31700",,,,,,,,,,,,,,,,"31000US31700","Manchester-Nashua, NH Metro Area",211547,193646,175937,17709,14503,2131,592,255,228,1688,1285,9,122,272,0,208,292,496,4688,1028,9501,"Manchester-Nashua, NH Metro Area",1930,2046,2059,1245,1177,364,175,123,115,311,266,15,71,112,114,103,88,185,584,277,708
"G31740","2005-2009","US",,,,,,,,,,,,,,,,"Manhattan, KS Metro Area","31740",,,,,,,,,,,,,,,,"31000US31740","Manhattan, KS Metro Area",60977,51559,46057,5502,4156,820,141,178,207,47,47,0,0,0,0,106,225,314,4669,460,3597,"Manhattan, KS Metro Area",929,960,1048,591,464,321,69,90,152,41,41,109,109,109,109,70,85,103,611,156,730
"G31820","2005-2009","US",,,,,,,,,,,,,,,,"Manitowoc, WI Micro Area","31820",,,,,,,,,,,,,,,,"31000US31820","Manitowoc, WI Micro Area",41229,37373,34183,3190,2558,437,156,19,20,234,209,0,0,6,19,9,262,213,1274,187,1677,"Manitowoc, WI Micro Area",530,594,639,324,276,118,59,11,12,109,102,93,93,8,28,15,100,82,188,58,266
"G31860","2005-2009","US",,,,,,,,,,,,,,,,"Mankato-North Mankato, MN Metro Area","31860",,,,,,,,,,,,,,,,"31000US31860","Mankato-North Mankato, MN Metro Area",50993,44329,40067,4262,3480,473,179,125,5,538,505,13,3,0,17,15,124,490,2765,222,2510,"Mankato-North Mankato, MN Metro Area",814,906,939,469,428,126,139,90,5,173,170,20,5,93,28,18,50,152,412,72,305
"G31900","2005-2009","US",,,,,,,,,,,,,,,,"Mansfield, OH Metro Area","31900",,,,,,,,,,,,,,,,"31000US31900","Mansfield, OH Metro Area",54516,51053,46170,4883,3893,563,257,62,108,481,476,0,5,0,0,23,139,90,919,259,1552,"Mansfield, OH Metro Area",982,1038,982,562,464,206,126,49,84,192,193,119,10,119,119,23,74,82,251,110,353
"G31940","2005-2009","US",,,,,,,,,,,,,,,,"Marinette, WI-MI Micro Area","31940",,,,,,,,,,,,,,,,"31000US31940","Marinette, WI-MI Micro Area",30775,27430,24498,2932,2392,340,127,50,23,147,147,0,0,0,0,20,49,220,1270,168,1471,"Marinette, WI-MI Micro Area",597,662,658,288,267,88,48,26,15,144,144,119,119,119,119,16,32,128,316,79,285
"G31980","2005-2009","US",,,,,,,,,,,,,,,,"Marion, IN Micro Area","31980",,,,,,,,,,,,,,,,"31000US31980","Marion, IN Micro Area",28813,26084,23484,2600,2105,251,77,106,61,46,46,0,0,0,0,23,81,124,1123,217,1115,"Marion, IN Micro Area",776,832,768,391,341,98,37,86,59,31,31,119,119,119,119,34,73,64,288,118,313
"G32020","2005-2009","US",,,,,,,,,,,,,,,,"Marion, OH Micro Area","32020",,,,,,,,,,,,,,,,"31000US32020","Marion, OH Micro Area",27509,25642,23104,2538,2095,305,64,51,23,176,176,0,0,0,0,47,18,118,521,177,810,"Marion, OH Micro Area",712,721,757,388,346,124,38,85,30,93,93,119,119,119,119,63,27,80,149,83,161
"G32060","2005-2009","US",,,,,,,,,,,,,,,,"Marion-Herrin, IL Micro Area","32060",,,,,,,,,,,,,,,,"31000US32060","Marion-Herrin, IL Micro Area",27433,25952,23812,2140,1680,327,78,32,23,33,12,6,15,0,0,29,66,65,588,89,611,"Marion-Herrin, IL Micro Area",697,751,720,297,267,111,59,31,26,30,17,8,24,119,119,30,39,53,186,70,164
"G32100","2005-2009","US",,,,,,,,,,,,,,,,"Marquette, MI Micro Area","32100",,,,,,,,,,,,,,,,"31000US32100","Marquette, MI Micro Area",30796,27813,24635,3178,2557,344,145,62,70,187,187,0,0,0,0,18,101,250,1527,244,656,"Marquette, MI Micro Area",841,869,875,387,376,108,78,39,36,80,80,109,109,109,109,29,50,131,326,101,134
"G32140","2005-2009","US",,,,,,,,,,,,,,,,"Marshall, MN Micro Area","32140",,,,,,,,,,,,,,,,"31000US32140","Marshall, MN Micro Area",13353,11494,10174,1320,951,191,63,88,27,168,168,0,0,0,0,14,15,98,718,25,821,"Marshall, MN Micro Area",276,324,278,236,138,71,36,120,30,170,170,93,93,93,93,22,16,54,158,16,122
"G32180","2005-2009","US",,,,,,,,,,,,,,,,"Marshall, MO Micro Area","32180",,,,,,,,,,,,,,,,"31000US32180","Marshall, MO Micro Area",10528,9532,8287,1245,984,217,15,13,16,20,20,0,0,0,0,0,36,136,299,72,433,"Marshall, MO Micro Area",363,400,390,260,227,87,15,15,18,21,21,114,114,114,114,114,32,86,158,51,114
"G32220","2005-2009","US",,,,,,,,,,,,,,,,"Marshall, TX Micro Area","32220",,,,,,,,,,,,,,,,"31000US32220","Marshall, TX Micro Area",27201,25577,22333,3244,2450,494,158,111,31,12,12,0,0,0,0,0,33,0,666,275,638,"Marshall, TX Micro Area",883,930,865,463,402,161,94,95,28,19,19,127,127,127,127,127,34,127,253,159,172
"G32260","2005-2009","US",,,,,,,,,,,,,,,,"Marshalltown, IA Micro Area","32260",,,,,,,,,,,,,,,,"31000US32260","Marshalltown, IA Micro Area",17628,16082,13897,2185,1725,322,44,59,35,89,89,0,0,0,0,0,59,100,554,97,647,"Marshalltown, IA Micro Area",471,514,511,285,265,106,31,64,31,69,69,99,99,99,99,99,41,67,154,51,162
"G32270","2005-2009","US",,,,,,,,,,,,,,,,"Marshfield-Wisconsin Rapids, WI Micro Area","32270",,,,,,,,,,,,,,,,"31000US32270","Marshfield-Wisconsin Rapids, WI Micro Area",36059,32341,29201,3140,2603,387,76,57,17,172,172,0,0,0,0,74,121,273,1264,267,1547,"Marshfield-Wisconsin Rapids, WI Micro Area",665,729,765,293,290,91,40,48,14,154,154,93,93,93,93,44,53,78,215,72,185
"G32280","2005-2009","US",,,,,,,,,,,,,,,,"Martin, TN Micro Area","32280",,,,,,,,,,,,,,,,"31000US32280","Martin, TN Micro Area",14239,13083,11787,1296,962,142,122,40,30,54,54,0,0,0,0,0,80,7,474,163,378,"Martin, TN Micro Area",573,558,542,258,221,61,83,39,34,46,46,127,127,127,127,127,59,14,232,94,152
"G32300","2005-2009","US",,,,,,,,,,,,,,,,"Martinsville, VA Micro Area","32300",,,,,,,,,,,,,,,,"31000US32300","Martinsville, VA Micro Area",29444,27966,23631,4335,3699,397,162,52,25,188,109,0,79,0,0,60,0,0,259,264,707,"Martinsville, VA Micro Area",795,786,937,602,603,141,107,50,36,113,73,127,92,127,127,48,127,127,112,133,190
"G32340","2005-2009","US",,,,,,,,,,,,,,,,"Maryville, MO Micro Area","32340",,,,,,,,,,,,,,,,"31000US32340","Maryville, MO Micro Area",11072,9664,8530,1134,986,73,57,2,16,12,12,0,0,0,0,0,7,16,695,23,655,"Maryville, MO Micro Area",532,524,474,213,209,31,60,4,23,20,20,114,114,114,114,114,7,17,268,15,173
"G32380","2005-2009","US",,,,,,,,,,,,,,,,"Mason City, IA Micro Area","32380",,,,,,,,,,,,,,,,"31000US32380","Mason City, IA Micro Area",26619,23920,21178,2742,2074,367,282,9,10,208,208,0,0,0,0,0,66,144,778,78,1425,"Mason City, IA Micro Area",524,607,634,402,323,105,211,16,16,104,104,99,99,99,99,99,43,82,185,47,268
"G32420","2005-2009","PR",,,,,,,,,,,,,,,,"Mayagüez, PR Metro Area","32420",,,,,,,,,,,,,,,,"31000US32420","Mayagüez, PR Metro Area",30195,26454,22525,3929,3377,486,66,0,0,801,91,694,16,0,0,26,85,160,1589,528,552,"Mayagüez, PR Metro Area",956,928,921,477,439,164,42,127,127,174,50,166,25,127,127,24,66,109,322,162,137
"G32460","2005-2009","US",,,,,,,,,,,,,,,,"Mayfield, KY Micro Area","32460",,,,,,,,,,,,,,,,"31000US32460","Mayfield, KY Micro Area",14804,13766,12175,1591,1146,232,151,13,49,108,108,0,0,0,0,0,37,13,208,119,553,"Mayfield, KY Micro Area",605,572,568,311,277,129,93,20,40,80,80,123,123,123,123,123,37,18,82,80,178
"G32500","2005-2009","US",,,,,,,,,,,,,,,,"Maysville, KY Micro Area","32500",,,,,,,,,,,,,,,,"31000US32500","Maysville, KY Micro Area",11839,10843,9306,1537,1182,212,143,0,0,17,17,0,0,0,0,90,0,6,349,172,362,"Maysville, KY Micro Area",537,523,569,290,240,113,78,123,123,19,19,123,123,123,123,103,123,12,149,81,120
"G32540","2005-2009","US",,,,,,,,,,,,,,,,"McAlester, OK Micro Area","32540",,,,,,,,,,,,,,,,"31000US32540","McAlester, OK Micro Area",17324,16320,14403,1917,1557,298,31,31,0,12,8,0,4,0,0,0,44,0,224,54,670,"McAlester, OK Micro Area",597,623,585,317,283,162,28,26,109,17,14,109,8,109,109,109,30,109,95,37,158
"G32580","2005-2009","US",,,,,,,,,,,,,,,,"McAllen-Edinburg-Mission, TX Metro Area","32580",,,,,,,,,,,,,,,,"31000US32580","McAllen-Edinburg-Mission, TX Metro Area",241323,219422,184275,35147,24863,5479,2828,1576,401,762,724,15,0,0,23,81,545,480,3538,8498,7997,"McAllen-Edinburg-Mission, TX Metro Area",2515,2572,2652,1985,1700,657,532,482,175,296,295,24,127,127,35,58,206,203,449,886,759
"G32620","2005-2009","US",,,,,,,,,,,,,,,,"McComb, MS Micro Area","32620",,,,,,,,,,,,,,,,"31000US32620","McComb, MS Micro Area",18981,17451,15261,2190,1473,460,164,43,50,68,68,0,0,0,0,0,13,0,534,505,410,"McComb, MS Micro Area",1054,1121,979,403,331,173,73,34,46,54,54,127,127,127,127,127,19,127,239,193,123
"G32660","2005-2009","US",,,,,,,,,,,,,,,,"McMinnville, TN Micro Area","32660",,,,,,,,,,,,,,,,"31000US32660","McMinnville, TN Micro Area",16376,15126,13576,1550,1146,235,151,10,8,0,0,0,0,0,0,0,23,14,186,21,1006,"McMinnville, TN Micro Area",559,698,624,420,360,107,124,18,12,127,127,127,127,127,127,127,27,21,87,23,544
"G32700","2005-2009","US",,,,,,,,,,,,,,,,"McPherson, KS Micro Area","32700",,,,,,,,,,,,,,,,"31000US32700","McPherson, KS Micro Area",15194,13074,11948,1126,837,147,79,48,15,113,113,0,0,0,0,18,65,96,721,84,1023,"McPherson, KS Micro Area",469,527,513,222,191,68,67,47,22,115,115,109,109,109,109,22,47,70,208,55,186
"G32740","2005-2009","US",,,,,,,,,,,,,,,,"Meadville, PA Micro Area","32740",,,,,,,,,,,,,,,,"31000US32740","Meadville, PA Micro Area",37350,32249,28092,4157,3157,595,202,103,100,217,217,0,0,0,0,47,66,137,2755,291,1588,"Meadville, PA Micro Area",685,707,736,368,289,141,66,33,41,119,119,109,109,109,109,46,33,64,308,70,217
"G32780","2005-2009","US",,,,,,,,,,,,,,,,"Medford, OR Metro Area","32780",,,,,,,,,,,,,,,,"31000US32780","Medford, OR Metro Area",86995,75422,66374,9048,7788,724,324,102,110,709,679,20,0,0,10,0,281,1184,2937,614,5848,"Medford, OR Metro Area",1285,1167,1274,760,716,188,140,78,65,201,203,27,123,123,15,123,115,238,438,181,619
"G32820","2005-2009","US",,,,,,,,,,,,,,,,"Memphis, TN-MS-AR Metro Area","32820",,,,,,,,,,,,,,,,"31000US32820","Memphis, TN-MS-AR Metro Area",571264,532285,471444,60841,47052,8065,3683,1185,856,8425,8183,57,98,26,61,178,696,946,9133,5884,13717,"Memphis, TN-MS-AR Metro Area",3240,4005,4003,1864,1859,772,619,345,261,750,772,55,85,29,68,113,163,362,1445,646,962
"G32860","2005-2009","US",,,,,,,,,,,,,,,,"Menomonie, WI Micro Area","32860",,,,,,,,,,,,,,,,"31000US32860","Menomonie, WI Micro Area",21335,18138,16118,2020,1580,265,132,27,16,49,46,3,0,0,0,18,34,168,1454,198,1276,"Menomonie, WI Micro Area",649,689,627,240,215,66,60,28,10,46,45,4,93,93,93,30,21,90,249,77,172
"G32900","2005-2009","US",,,,,,,,,,,,,,,,"Merced, CA Metro Area","32900",,,,,,,,,,,,,,,,"31000US32900","Merced, CA Metro Area",88321,77595,64918,12677,8583,2142,787,728,437,631,631,0,0,0,0,40,230,597,3147,2375,3706,"Merced, CA Metro Area",1230,1504,1629,958,841,401,260,468,244,223,223,132,132,132,132,53,102,205,525,523,386
"G32940","2005-2009","US",,,,,,,,,,,,,,,,"Meridian, MS Micro Area","32940",,,,,,,,,,,,,,,,"31000US32940","Meridian, MS Micro Area",43043,38523,34347,4176,3028,636,269,90,153,168,146,0,0,22,0,55,68,21,1363,431,2414,"Meridian, MS Micro Area",1242,1452,1380,545,493,184,146,61,114,98,88,127,127,36,127,50,57,25,420,159,1531
"G32980","2005-2009","US",,,,,,,,,,,,,,,,"Merrill, WI Micro Area","32980",,,,,,,,,,,,,,,,"31000US32980","Merrill, WI Micro Area",14440,13128,11447,1681,1442,198,20,13,8,98,89,0,9,0,0,0,22,60,578,39,515,"Merrill, WI Micro Area",344,375,390,203,190,69,17,20,6,94,93,93,13,93,93,93,14,43,189,24,93
"G33020","2005-2009","US",,,,,,,,,,,,,,,,"Mexico, MO Micro Area","33020",,,,,,,,,,,,,,,,"31000US33020","Mexico, MO Micro Area",10715,9791,8453,1338,1056,199,42,41,0,12,12,0,0,0,0,10,0,0,241,41,620,"Mexico, MO Micro Area",418,445,468,263,249,91,35,48,114,21,21,114,114,114,114,14,114,114,98,39,169
"G33060","2005-2009","US",,,,,,,,,,,,,,,,"Miami, OK Micro Area","33060",,,,,,,,,,,,,,,,"31000US33060","Miami, OK Micro Area",13241,12345,10382,1963,1585,274,48,37,19,24,21,3,0,0,0,0,51,35,245,86,455,"Miami, OK Micro Area",492,465,411,216,182,70,36,36,15,17,16,6,109,109,109,109,27,28,86,34,99
"G33100","2005-2009","US",,,,,,,,,,,,,,,,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","33100",,,,,,,,,,,,,,,,"31000US33100","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2479021,2194008,1943118,250890,189034,34139,13742,9024,4951,93531,81823,690,5794,5101,123,2306,5392,11617,42967,29926,99274,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",8197,9361,8934,5389,3927,1734,1462,1318,869,3320,3056,202,648,573,71,420,722,973,2165,1772,2714
"G33140","2005-2009","US",,,,,,,,,,,,,,,,"Michigan City-La Porte, IN Metro Area","33140",,,,,,,,,,,,,,,,"31000US33140","Michigan City-La Porte, IN Metro Area",48711,45030,40670,4360,3702,446,83,19,110,592,378,27,22,152,13,0,124,179,924,264,1598,"Michigan City-La Porte, IN Metro Area",762,765,829,485,449,148,51,20,81,176,138,34,19,74,21,119,71,101,190,97,274
"G33180","2005-2009","US",,,,,,,,,,,,,,,,"Middlesborough, KY Micro Area","33180",,,,,,,,,,,,,,,,"31000US33180","Middlesborough, KY Micro Area",9129,8495,7587,908,709,113,18,19,49,30,30,0,0,0,0,0,10,0,313,58,223,"Middlesborough, KY Micro Area",892,819,749,238,209,75,23,21,60,39,39,123,123,123,123,123,17,123,138,70,126
"G33220","2005-2009","US",,,,,,,,,,,,,,,,"Midland, MI Micro Area","33220",,,,,,,,,,,,,,,,"31000US33220","Midland, MI Micro Area",35886,32938,30418,2520,2094,301,78,35,12,319,287,0,14,13,5,0,91,243,557,180,1558,"Midland, MI Micro Area",764,866,835,309,305,84,44,28,19,146,142,109,22,20,7,109,55,84,165,92,267
"G33260","2005-2009","US",,,,,,,,,,,,,,,,"Midland, TX Metro Area","33260",,,,,,,,,,,,,,,,"31000US33260","Midland, TX Metro Area",60753,57680,50041,7639,5282,1056,934,345,22,257,206,0,0,51,0,0,176,53,488,304,1795,"Midland, TX Metro Area",1055,1111,1163,852,708,230,283,160,27,139,115,127,127,84,127,127,105,46,183,125,328
"G33300","2005-2009","US",,,,,,,,,,,,,,,,"Milledgeville, GA Micro Area","33300",,,,,,,,,,,,,,,,"31000US33300","Milledgeville, GA Micro Area",19983,18355,15821,2534,2127,263,122,0,22,57,44,13,0,0,0,74,21,238,792,192,254,"Milledgeville, GA Micro Area",950,1013,894,517,490,147,85,132,35,59,57,22,132,132,132,69,35,135,317,137,122
"G33340","2005-2009","US",,,,,,,,,,,,,,,,"Milwaukee-Waukesha-West Allis, WI Metro Area","33340",,,,,,,,,,,,,,,,"31000US33340","Milwaukee-Waukesha-West Allis, WI Metro Area",749993,668094,602168,65926,54432,7166,2374,1139,815,27393,26881,40,113,270,89,853,2427,3465,21643,2953,23165,"Milwaukee-Waukesha-West Allis, WI Metro Area",3735,3825,3823,2117,1886,559,363,267,308,1230,1264,50,67,139,61,222,337,424,1250,423,986
"G33380","2005-2009","US",,,,,,,,,,,,,,,,"Minden, LA Micro Area","33380",,,,,,,,,,,,,,,,"31000US33380","Minden, LA Micro Area",16142,14925,13630,1295,961,152,60,81,41,10,10,0,0,0,0,17,0,15,203,597,375,"Minden, LA Micro Area",593,608,539,264,204,82,47,116,46,9,9,123,123,123,123,26,123,23,85,184,111
"G33420","2005-2009","US",,,,,,,,,,,,,,,,"Mineral Wells, TX Micro Area","33420",,,,,,,,,,,,,,,,"31000US33420","Mineral Wells, TX Micro Area",11499,10380,9165,1215,1008,91,106,2,8,14,14,0,0,0,0,0,0,5,168,570,362,"Mineral Wells, TX Micro Area",431,452,443,283,262,50,69,4,11,21,21,127,127,127,127,127,127,9,80,179,106
