GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RLZE001,RLZE002,RLZE003,RLZE004,RLZE005,RLZE006,RLZE007,RLZE008,RLZE009,RLZE010,RLZE011,RLZE012,RLZE013,RLZE014,RLZE015,RLZE016,RLZE017,RLZE018,RLZE019,RLZE020,RLZE021,NAME_M,RLZM001,RLZM002,RLZM003,RLZM004,RLZM005,RLZM006,RLZM007,RLZM008,RLZM009,RLZM010,RLZM011,RLZM012,RLZM013,RLZM014,RLZM015,RLZM016,RLZM017,RLZM018,RLZM019,RLZM020,RLZM021
"G12900","2005-2009","US",,,,,,,,,,,,,,,,"Batesville, AR Micro Area","12900",,,,,,,,,,,,,,,,"31000US12900","Batesville, AR Micro Area",14662,13838,11728,2110,1901,162,14,0,33,28,28,0,0,0,0,0,72,17,198,18,491,"Batesville, AR Micro Area",476,512,542,391,374,68,17,119,34,26,26,119,119,119,119,119,56,26,86,16,159
"G12940","2005-2009","US",,,,,,,,,,,,,,,,"Baton Rouge, LA Metro Area","12940",,,,,,,,,,,,,,,,"31000US12940","Baton Rouge, LA Metro Area",349978,327504,291113,36391,27747,5127,2288,960,269,3723,3650,19,18,17,19,43,417,802,6036,2696,8757,"Baton Rouge, LA Metro Area",2747,2532,2592,1616,1427,612,429,306,109,491,489,24,21,28,24,54,132,224,729,423,697
"G12980","2005-2009","US",,,,,,,,,,,,,,,,"Battle Creek, MI Metro Area","12980",,,,,,,,,,,,,,,,"31000US12980","Battle Creek, MI Metro Area",58833,54532,48443,6089,5192,516,177,62,142,256,256,0,0,0,0,60,161,184,1878,297,1465,"Battle Creek, MI Metro Area",1017,1037,1007,521,533,109,100,36,64,103,103,109,109,109,109,58,86,100,326,87,186
"G13020","2005-2009","US",,,,,,,,,,,,,,,,"Bay City, MI Metro Area","13020",,,,,,,,,,,,,,,,"31000US13020","Bay City, MI Metro Area",48199,44771,40870,3901,3045,588,135,68,65,284,257,0,18,0,9,76,100,258,1061,186,1463,"Bay City, MI Metro Area",733,803,841,428,376,226,95,65,54,107,102,109,27,109,15,48,58,101,252,83,262
"G13060","2005-2009","US",,,,,,,,,,,,,,,,"Bay City, TX Micro Area","13060",,,,,,,,,,,,,,,,"31000US13060","Bay City, TX Micro Area",15278,14047,11353,2694,1747,365,386,91,105,0,0,0,0,0,0,8,22,0,555,86,560,"Bay City, TX Micro Area",533,503,507,455,388,155,178,110,98,127,127,127,127,127,127,13,34,127,246,62,195
"G13100","2005-2009","US",,,,,,,,,,,,,,,,"Beatrice, NE Micro Area","13100",,,,,,,,,,,,,,,,"31000US13100","Beatrice, NE Micro Area",11323,10266,9067,1199,977,136,52,22,12,0,0,0,0,0,0,0,36,56,175,66,724,"Beatrice, NE Micro Area",278,292,343,191,194,51,31,26,15,99,99,99,99,99,99,99,42,52,59,38,150
"G13140","2005-2009","US",,,,,,,,,,,,,,,,"Beaumont-Port Arthur, TX Metro Area","13140",,,,,,,,,,,,,,,,"31000US13140","Beaumont-Port Arthur, TX Metro Area",152564,144386,127792,16594,12499,2145,1209,487,254,856,791,0,0,65,0,45,418,242,2163,1853,2601,"Beaumont-Port Arthur, TX Metro Area",2065,2057,1923,1000,934,283,370,270,123,222,224,127,127,76,127,50,153,102,514,315,363
"G13180","2005-2009","US",,,,,,,,,,,,,,,,"Beaver Dam, WI Micro Area","13180",,,,,,,,,,,,,,,,"31000US13180","Beaver Dam, WI Micro Area",43151,39012,34850,4162,3153,680,240,54,35,117,110,0,0,7,0,79,232,187,1486,228,1810,"Beaver Dam, WI Micro Area",1125,1062,959,371,318,151,90,31,20,93,92,93,93,12,93,61,94,84,210,77,208
"G13220","2005-2009","US",,,,,,,,,,,,,,,,"Beckley, WV Micro Area","13220",,,,,,,,,,,,,,,,"31000US13220","Beckley, WV Micro Area",30521,28068,25559,2509,2039,359,74,37,0,46,36,0,10,0,0,8,40,46,879,563,871,"Beckley, WV Micro Area",707,704,681,401,377,125,56,49,119,50,48,119,16,119,119,13,39,52,191,206,291
"G13260","2005-2009","US",,,,,,,,,,,,,,,,"Bedford, IN Micro Area","13260",,,,,,,,,,,,,,,,"31000US13260","Bedford, IN Micro Area",19250,18296,16522,1774,1354,363,46,11,0,57,57,0,0,0,0,0,25,9,206,85,572,"Bedford, IN Micro Area",584,627,590,343,301,163,35,19,119,50,50,119,119,119,119,119,30,14,74,62,196
"G13300","2005-2009","US",,,,,,,,,,,,,,,,"Beeville, TX Micro Area","13300",,,,,,,,,,,,,,,,"31000US13300","Beeville, TX Micro Area",8895,7873,6801,1072,859,131,82,0,0,51,51,0,0,0,0,0,16,150,210,227,368,"Beeville, TX Micro Area",879,989,904,323,313,63,90,127,127,61,61,127,127,127,127,127,27,118,147,212,156
"G13340","2005-2009","US",,,,,,,,,,,,,,,,"Bellefontaine, OH Micro Area","13340",,,,,,,,,,,,,,,,"31000US13340","Bellefontaine, OH Micro Area",21495,19861,17872,1989,1557,309,123,0,0,7,7,0,0,0,0,34,34,103,493,158,805,"Bellefontaine, OH Micro Area",563,652,671,290,274,132,70,119,119,14,14,119,119,119,119,31,24,68,155,78,192
"G13380","2005-2009","US",,,,,,,,,,,,,,,,"Bellingham, WA Metro Area","13380",,,,,,,,,,,,,,,,"31000US13380","Bellingham, WA Metro Area",92113,76417,66702,9715,7142,1372,638,87,476,2660,2626,0,0,34,0,25,479,2215,4149,555,5613,"Bellingham, WA Metro Area",1425,1717,1659,940,682,348,318,79,356,418,421,119,119,38,119,32,167,434,526,140,618
"G13420","2005-2009","US",,,,,,,,,,,,,,,,"Bemidji, MN Micro Area","13420",,,,,,,,,,,,,,,,"31000US13420","Bemidji, MN Micro Area",19711,17406,14965,2441,1862,324,122,114,19,360,360,0,0,0,0,0,49,81,947,297,571,"Bemidji, MN Micro Area",563,583,586,309,267,105,53,82,15,140,140,93,93,93,93,93,39,58,214,170,119
"G13460","2005-2009","US",,,,,,,,,,,,,,,,"Bend, OR Metro Area","13460",,,,,,,,,,,,,,,,"31000US13460","Bend, OR Metro Area",71701,62680,55827,6853,5834,685,219,76,39,483,428,55,0,0,0,9,79,1033,1857,437,5123,"Bend, OR Metro Area",950,981,1008,537,534,192,141,55,51,180,165,63,123,123,123,14,69,230,344,138,593
"G13500","2005-2009","US",,,,,,,,,,,,,,,,"Bennettsville, SC Micro Area","13500",,,,,,,,,,,,,,,,"31000US13500","Bennettsville, SC Micro Area",9204,8737,7383,1354,895,279,70,96,14,69,69,0,0,0,0,0,36,35,134,63,130,"Bennettsville, SC Micro Area",632,612,567,254,201,114,46,81,23,58,58,127,127,127,127,127,58,55,95,53,73
"G13540","2005-2009","US",,,,,,,,,,,,,,,,"Bennington, VT Micro Area","13540",,,,,,,,,,,,,,,,"31000US13540","Bennington, VT Micro Area",17934,15363,13454,1909,1558,269,59,23,0,71,69,0,2,0,0,36,55,91,981,166,1171,"Bennington, VT Micro Area",414,443,461,301,282,117,50,30,93,46,45,93,3,93,93,29,40,57,205,81,187
"G13620","2005-2009","US",,,,,,,,,,,,,,,,"Berlin, NH-VT Micro Area","13620",,,,,,,,,,,,,,,,"31000US13620","Berlin, NH-VT Micro Area",17879,15816,13944,1872,1570,240,43,0,19,82,41,41,0,0,0,0,34,0,787,392,768,"Berlin, NH-VT Micro Area",369,395,412,224,212,72,26,119,21,45,25,35,119,119,119,119,24,119,163,125,134
"G13660","2005-2009","US",,,,,,,,,,,,,,,,"Big Rapids, MI Micro Area","13660",,,,,,,,,,,,,,,,"31000US13660","Big Rapids, MI Micro Area",15821,13754,12080,1674,1337,228,50,59,0,34,34,0,0,0,0,5,15,86,1177,42,708,"Big Rapids, MI Micro Area",1099,955,840,214,179,66,27,36,109,22,22,109,109,109,109,8,17,72,275,34,137
"G13700","2005-2009","US",,,,,,,,,,,,,,,,"Big Spring, TX Micro Area","13700",,,,,,,,,,,,,,,,"31000US13700","Big Spring, TX Micro Area",10776,10063,8746,1317,878,109,250,74,6,2,2,0,0,0,0,3,21,44,194,196,253,"Big Spring, TX Micro Area",497,587,550,304,271,66,135,61,11,5,5,127,127,127,127,5,21,38,107,152,119
"G13740","2005-2009","US",,,,,,,,,,,,,,,,"Billings, MT Metro Area","13740",,,,,,,,,,,,,,,,"31000US13740","Billings, MT Metro Area",76212,68305,60698,7607,6192,864,251,187,113,1106,1100,3,0,0,3,97,182,610,2510,407,2995,"Billings, MT Metro Area",985,1086,1045,715,590,230,95,91,63,227,225,4,104,104,4,88,76,142,320,109,311
"G13780","2005-2009","US",,,,,,,,,,,,,,,,"Binghamton, NY Metro Area","13780",,,,,,,,,,,,,,,,"31000US13780","Binghamton, NY Metro Area",112543,100089,89902,10187,8347,1211,348,86,195,2161,2100,15,36,10,0,224,196,320,3879,862,4812,"Binghamton, NY Metro Area",1140,1260,1282,783,677,290,178,86,138,348,350,25,46,17,123,108,108,108,405,222,457
"G13820","2005-2009","US",,,,,,,,,,,,,,,,"Birmingham-Hoover, AL Metro Area","13820",,,,,,,,,,,,,,,,"31000US13820","Birmingham-Hoover, AL Metro Area",501045,473766,418026,55740,43479,7897,2748,993,623,3691,3596,37,58,0,0,149,613,484,5991,2478,13873,"Birmingham-Hoover, AL Metro Area",3191,3412,3408,2037,1749,676,420,283,204,586,586,43,56,119,119,108,163,171,696,351,865
"G13860","2005-2009","US",,,,,,,,,,,,,,,,"Bishop, CA Micro Area","13860",,,,,,,,,,,,,,,,"31000US13860","Bishop, CA Micro Area",8306,6816,5646,1170,746,215,108,59,42,33,33,0,0,0,0,0,15,322,575,76,469,"Bishop, CA Micro Area",312,292,334,210,168,95,87,41,29,39,39,132,132,132,132,132,20,139,144,55,143
"G13900","2005-2009","US",,,,,,,,,,,,,,,,"Bismarck, ND Metro Area","13900",,,,,,,,,,,,,,,,"31000US13900","Bismarck, ND Metro Area",57189,52595,46181,6414,4496,1135,508,117,158,181,181,0,0,0,0,46,66,221,1554,277,2249,"Bismarck, ND Metro Area",825,823,855,559,498,241,139,58,68,71,71,93,93,93,93,40,43,91,276,104,274
"G13940","2005-2009","US",,,,,,,,,,,,,,,,"Blackfoot, ID Micro Area","13940",,,,,,,,,,,,,,,,"31000US13940","Blackfoot, ID Micro Area",18271,16266,13809,2457,1601,386,408,47,15,431,431,0,0,0,0,0,72,39,537,153,773,"Blackfoot, ID Micro Area",597,620,693,359,285,114,127,45,18,132,132,114,114,114,114,114,54,39,248,95,167
"G13980","2005-2009","US",,,,,,,,,,,,,,,,"Blacksburg-Christiansburg-Radford, VA Metro Area","13980",,,,,,,,,,,,,,,,"31000US13980","Blacksburg-Christiansburg-Radford, VA Metro Area",68588,60959,53708,7251,6031,934,154,75,57,1096,1091,0,5,0,0,58,90,497,2667,302,2919,"Blacksburg-Christiansburg-Radford, VA Metro Area",1306,1303,1250,700,719,206,114,64,38,300,299,127,9,127,127,56,53,147,343,111,427
"G14020","2005-2009","US",,,,,,,,,,,,,,,,"Bloomington, IN Metro Area","14020",,,,,,,,,,,,,,,,"31000US14020","Bloomington, IN Metro Area",82989,72726,63694,9032,7587,964,240,133,108,1662,1662,0,0,0,0,29,104,931,4086,437,3014,"Bloomington, IN Metro Area",1453,1551,1548,719,674,311,99,107,69,329,329,119,119,119,119,29,57,206,431,157,340
"G14060","2005-2009","US",,,,,,,,,,,,,,,,"Bloomington-Normal, IL Metro Area","14060",,,,,,,,,,,,,,,,"31000US14060","Bloomington-Normal, IL Metro Area",82831,73036,64764,8272,6884,944,230,81,133,1190,1149,0,22,19,0,34,149,352,4715,585,2770,"Bloomington-Normal, IL Metro Area",1315,1411,1344,754,735,260,103,52,54,268,266,119,23,23,119,26,69,139,582,161,407
"G14100","2005-2009","US",,,,,,,,,,,,,,,,"Bloomsburg-Berwick, PA Micro Area","14100",,,,,,,,,,,,,,,,"31000US14100","Bloomsburg-Berwick, PA Micro Area",37172,33721,30486,3235,2584,414,120,73,44,92,90,0,2,0,0,8,76,82,1716,187,1290,"Bloomsburg-Berwick, PA Micro Area",673,725,799,351,301,136,70,55,24,56,57,109,5,109,109,9,46,50,268,52,169
"G14140","2005-2009","US",,,,,,,,,,,,,,,,"Bluefield, WV-VA Micro Area","14140",,,,,,,,,,,,,,,,"31000US14140","Bluefield, WV-VA Micro Area",39097,36755,32553,4202,3112,717,215,62,96,147,141,0,0,6,0,7,38,8,869,441,832,"Bluefield, WV-VA Micro Area",1003,1061,1146,464,411,209,93,41,60,79,79,119,119,9,119,12,45,11,231,136,229
"G14180","2005-2009","US",,,,,,,,,,,,,,,,"Blytheville, AR Micro Area","14180",,,,,,,,,,,,,,,,"31000US14180","Blytheville, AR Micro Area",18475,17777,14852,2925,2229,302,347,35,12,7,7,0,0,0,0,0,77,22,195,156,241,"Blytheville, AR Micro Area",744,778,685,315,285,108,172,30,15,13,13,119,119,119,119,119,62,17,89,105,104
"G14220","2005-2009","US",,,,,,,,,,,,,,,,"Bogalusa, LA Micro Area","14220",,,,,,,,,,,,,,,,"31000US14220","Bogalusa, LA Micro Area",16032,14860,12267,2593,2171,297,111,0,14,111,111,0,0,0,0,0,18,78,233,332,400,"Bogalusa, LA Micro Area",591,638,623,418,439,140,78,123,26,79,79,123,123,123,123,123,30,75,114,136,136
"G14260","2005-2009","US",,,,,,,,,,,,,,,,"Boise City-Nampa, ID Metro Area","14260",,,,,,,,,,,,,,,,"31000US14260","Boise City-Nampa, ID Metro Area",269795,240819,211776,29043,22963,3686,1053,604,737,1533,1345,11,137,40,0,154,1664,4063,5067,3479,13016,"Boise City-Nampa, ID Metro Area",2577,2757,2676,1256,1068,469,291,196,188,301,267,19,86,62,114,100,301,425,435,446,855
"G14300","2005-2009","US",,,,,,,,,,,,,,,,"Bonham, TX Micro Area","14300",,,,,,,,,,,,,,,,"31000US14300","Bonham, TX Micro Area",13194,12276,10377,1899,1700,121,61,12,5,45,41,0,4,0,0,0,25,0,267,221,360,"Bonham, TX Micro Area",590,626,572,324,336,70,47,13,7,30,30,127,6,127,127,127,24,127,90,111,113
"G14340","2005-2009","US",,,,,,,,,,,,,,,,"Boone, IA Micro Area","14340",,,,,,,,,,,,,,,,"31000US14340","Boone, IA Micro Area",13526,12432,10701,1731,1305,253,56,92,25,85,85,0,0,0,0,0,17,11,451,37,493,"Boone, IA Micro Area",478,437,466,289,250,95,40,109,22,69,69,99,99,99,99,99,19,13,138,31,138
"G14380","2005-2009","US",,,,,,,,,,,,,,,,"Boone, NC Micro Area","14380",,,,,,,,,,,,,,,,"31000US14380","Boone, NC Micro Area",22347,19668,16694,2974,2717,170,18,0,69,200,200,0,0,0,0,0,21,47,1428,45,938,"Boone, NC Micro Area",722,714,695,447,438,84,22,127,70,111,111,127,127,127,127,127,28,55,269,36,227
"G14420","2005-2009","US",,,,,,,,,,,,,,,,"Borger, TX Micro Area","14420",,,,,,,,,,,,,,,,"31000US14420","Borger, TX Micro Area",9103,8558,7452,1106,919,151,11,25,0,32,22,0,0,0,10,0,33,0,121,130,229,"Borger, TX Micro Area",381,358,387,254,249,69,18,30,127,31,26,127,127,127,17,127,36,127,72,80,97
"G14460","2005-2009","US",,,,,,,,,,,,,,,,"Boston-Cambridge-Quincy, MA-NH Metro Area","14460",,,,,,,,,,,,,,,,"31000US14460","Boston-Cambridge-Quincy, MA-NH Metro Area",2277958,1765153,1580615,184538,145620,23984,7498,3641,3795,270756,88357,11677,125226,43117,2379,4276,2111,17269,113690,13882,90821,"Boston-Cambridge-Quincy, MA-NH Metro Area",7338,6630,7078,3116,2637,1473,814,587,422,4327,2761,971,3277,1428,323,566,308,910,2769,905,2101
"G14500","2005-2009","US",,,,,,,,,,,,,,,,"Boulder, CO Metro Area","14500",,,,,,,,,,,,,,,,"31000US14500","Boulder, CO Metro Area",152900,115569,102384,13185,10704,1523,520,304,134,8236,8181,21,24,0,10,9,682,6060,6752,1241,14351,"Boulder, CO Metro Area",1501,1576,1624,1065,899,300,251,190,66,887,888,23,29,123,15,14,182,573,639,241,857
"G14540","2005-2009","US",,,,,,,,,,,,,,,,"Bowling Green, KY Metro Area","14540",,,,,,,,,,,,,,,,"31000US14540","Bowling Green, KY Metro Area",55195,51696,45179,6517,5249,767,275,208,18,100,82,5,0,0,13,13,166,134,1366,532,1188,"Bowling Green, KY Metro Area",1227,1234,1230,631,588,225,110,129,28,55,51,8,123,123,21,19,98,71,327,223,242
"G14580","2005-2009","US",,,,,,,,,,,,,,,,"Bozeman, MT Micro Area","14580",,,,,,,,,,,,,,,,"31000US14580","Bozeman, MT Micro Area",48573,40524,34102,6422,4659,752,780,159,72,264,264,0,0,0,0,0,165,1419,2936,290,2975,"Bozeman, MT Micro Area",885,906,960,655,518,203,429,116,93,94,94,104,104,104,104,104,90,258,372,112,339
"G14600","2005-2009","US",,,,,,,,,,,,,,,,"Bradenton-Sarasota-Venice, FL Metro Area","14600",,,,,,,,,,,,,,,,"31000US14600","Bradenton-Sarasota-Venice, FL Metro Area",281862,252975,224107,28868,22774,3566,1125,674,729,2109,1906,21,99,83,0,221,924,2603,3701,3631,15698,"Bradenton-Sarasota-Venice, FL Metro Area",2236,2290,2124,1441,1183,537,259,263,565,422,407,39,65,55,136,134,207,339,540,471,863
"G14620","2005-2009","US",,,,,,,,,,,,,,,,"Bradford, PA Micro Area","14620",,,,,,,,,,,,,,,,"31000US14620","Bradford, PA Micro Area",18951,17232,15258,1974,1542,355,37,40,0,18,18,0,0,0,0,0,70,39,920,93,579,"Bradford, PA Micro Area",492,457,425,208,186,109,31,29,109,15,15,109,109,109,109,109,36,24,181,71,114
"G14660","2005-2009","US",,,,,,,,,,,,,,,,"Brainerd, MN Micro Area","14660",,,,,,,,,,,,,,,,"31000US14660","Brainerd, MN Micro Area",41297,36675,32568,4107,3039,601,267,86,114,415,415,0,0,0,0,33,48,163,1058,359,2546,"Brainerd, MN Micro Area",689,738,667,404,335,144,113,62,95,220,220,93,93,93,93,28,18,68,203,110,266
"G14700","2005-2009","US",,,,,,,,,,,,,,,,"Branson, MO Micro Area","14700",,,,,,,,,,,,,,,,"31000US14700","Branson, MO Micro Area",34307,31857,26833,5024,4442,361,114,52,55,63,63,0,0,0,0,0,25,0,574,58,1730,"Branson, MO Micro Area",926,990,1076,659,624,136,69,78,52,76,76,114,114,114,114,114,23,114,193,46,280
"G14740","2005-2009","US",,,,,,,,,,,,,,,,"Bremerton-Silverdale, WA Metro Area","14740",,,,,,,,,,,,,,,,"31000US14740","Bremerton-Silverdale, WA Metro Area",109688,88593,74297,14296,11093,1787,369,482,565,8954,2836,0,27,15,6076,89,770,674,3563,1231,5814,"Bremerton-Silverdale, WA Metro Area",1424,1609,1594,969,930,477,138,135,118,622,367,119,45,18,533,51,217,176,520,315,529
"G14780","2005-2009","US",,,,,,,,,,,,,,,,"Brenham, TX Micro Area","14780",,,,,,,,,,,,,,,,"31000US14780","Brenham, TX Micro Area",13629,12244,10589,1655,1349,254,13,0,39,17,17,0,0,0,0,0,58,5,405,90,810,"Brenham, TX Micro Area",577,664,675,267,249,142,20,127,61,28,28,127,127,127,127,127,62,16,177,70,265
"G14820","2005-2009","US",,,,,,,,,,,,,,,,"Brevard, NC Micro Area","14820",,,,,,,,,,,,,,,,"31000US14820","Brevard, NC Micro Area",11845,10678,8759,1919,1093,531,255,40,0,0,0,0,0,0,0,0,44,65,378,171,509,"Brevard, NC Micro Area",539,578,632,472,323,281,189,47,127,127,127,127,127,127,127,127,60,62,175,143,157
"G14860","2005-2009","US",,,,,,,,,,,,,,,,"Bridgeport-Stamford-Norwalk, CT Metro Area","14860",,,,,,,,,,,,,,,,"31000US14860","Bridgeport-Stamford-Norwalk, CT Metro Area",423806,343842,311048,32794,25592,4329,1573,656,644,39358,11503,136,1730,25973,16,651,115,758,14010,4138,20934,"Bridgeport-Stamford-Norwalk, CT Metro Area",3057,3255,3394,1385,1231,543,387,246,193,1422,853,111,276,996,24,243,86,233,1049,682,1107
"G14940","2005-2009","US",,,,,,,,,,,,,,,,"Brigham City, UT Micro Area","14940",,,,,,,,,,,,,,,,"31000US14940","Brigham City, UT Micro Area",21097,19070,15467,3603,2228,618,426,117,214,144,113,0,14,17,0,0,130,25,470,220,1038,"Brigham City, UT Micro Area",479,524,543,360,305,171,87,52,68,57,53,119,16,20,119,119,65,22,121,93,197
"G15020","2005-2009","US",,,,,,,,,,,,,,,,"Brookhaven, MS Micro Area","15020",,,,,,,,,,,,,,,,"31000US15020","Brookhaven, MS Micro Area",12999,12320,10701,1619,1156,266,95,72,30,0,0,0,0,0,0,0,28,0,183,123,345,"Brookhaven, MS Micro Area",653,645,588,347,301,113,66,108,33,127,127,127,127,127,127,127,35,127,127,70,152
"G15060","2005-2009","US",,,,,,,,,,,,,,,,"Brookings, OR Micro Area","15060",,,,,,,,,,,,,,,,"31000US15060","Brookings, OR Micro Area",8015,6729,6005,724,611,61,14,38,0,12,12,0,0,0,0,0,0,44,479,33,718,"Brookings, OR Micro Area",432,465,506,187,173,43,18,57,123,14,14,123,123,123,123,123,123,51,173,38,219
"G15100","2005-2009","US",,,,,,,,,,,,,,,,"Brookings, SD Micro Area","15100",,,,,,,,,,,,,,,,"31000US15100","Brookings, SD Micro Area",16153,13601,12106,1495,1117,281,57,31,9,113,113,0,0,0,0,0,95,252,1412,43,637,"Brookings, SD Micro Area",492,484,550,297,213,144,66,46,16,88,88,99,99,99,99,99,91,98,254,22,161
"G15140","2005-2009","US",,,,,,,,,,,,,,,,"Brownsville, TN Micro Area","15140",,,,,,,,,,,,,,,,"31000US15140","Brownsville, TN Micro Area",7396,7209,6355,854,666,145,37,0,6,10,10,0,0,0,0,0,12,0,7,97,61,"Brownsville, TN Micro Area",487,450,480,208,199,76,46,127,10,15,15,127,127,127,127,127,20,127,11,81,53
"G15180","2005-2009","US",,,,,,,,,,,,,,,,"Brownsville-Harlingen, TX Metro Area","15180",,,,,,,,,,,,,,,,"31000US15180","Brownsville-Harlingen, TX Metro Area",128651,118637,101092,17545,12945,3072,932,437,159,1000,976,17,0,0,7,164,276,193,2707,2681,2993,"Brownsville-Harlingen, TX Metro Area",1774,1747,1598,1032,889,467,259,179,81,199,200,21,127,127,12,103,138,84,450,458,438
"G15220","2005-2009","US",,,,,,,,,,,,,,,,"Brownwood, TX Micro Area","15220",,,,,,,,,,,,,,,,"31000US15220","Brownwood, TX Micro Area",15304,14135,12757,1378,1098,150,91,34,5,13,13,0,0,0,0,0,29,4,378,306,439,"Brownwood, TX Micro Area",646,674,693,235,217,100,55,39,7,20,20,127,127,127,127,127,27,7,147,273,128
"G15260","2005-2009","US",,,,,,,,,,,,,,,,"Brunswick, GA Metro Area","15260",,,,,,,,,,,,,,,,"31000US15260","Brunswick, GA Metro Area",45048,41705,36659,5046,4013,528,338,36,131,364,333,0,0,0,31,9,47,239,610,714,1360,"Brunswick, GA Metro Area",960,848,1042,692,546,194,175,48,105,196,193,132,132,132,34,15,36,135,223,284,336
"G15340","2005-2009","US",,,,,,,,,,,,,,,,"Bucyrus, OH Micro Area","15340",,,,,,,,,,,,,,,,"31000US15340","Bucyrus, OH Micro Area",19816,18171,15997,2174,1735,270,60,66,43,74,74,0,0,0,0,2,55,73,669,146,626,"Bucyrus, OH Micro Area",457,503,565,334,293,107,62,52,49,53,53,119,119,119,119,9,39,65,147,80,183
"G15380","2005-2009","US",,,,,,,,,,,,,,,,"Buffalo-Niagara Falls, NY Metro Area","15380",,,,,,,,,,,,,,,,"31000US15380","Buffalo-Niagara Falls, NY Metro Area",515263,462547,418855,43692,36752,3594,1593,968,785,17967,16617,73,1228,49,0,590,745,2238,14951,2967,13258,"Buffalo-Niagara Falls, NY Metro Area",3124,3045,2898,1586,1385,476,356,275,206,908,849,58,216,50,123,155,171,384,1060,376,810
"G15420","2005-2009","US",,,,,,,,,,,,,,,,"Burley, ID Micro Area","15420",,,,,,,,,,,,,,,,"31000US15420","Burley, ID Micro Area",16333,14649,12705,1944,1510,353,30,31,20,37,37,0,0,0,0,0,120,46,463,200,818,"Burley, ID Micro Area",467,491,517,280,261,139,26,32,22,37,37,114,114,114,114,114,59,44,161,109,159
"G15460","2005-2009","US",,,,,,,,,,,,,,,,"Burlington, IA-IL Micro Area","15460",,,,,,,,,,,,,,,,"31000US15460","Burlington, IA-IL Micro Area",22980,21389,18767,2622,2126,329,158,9,0,114,79,0,0,23,12,48,57,70,500,143,659,"Burlington, IA-IL Micro Area",501,513,476,313,323,110,67,12,119,79,73,119,119,26,19,62,41,72,131,68,130
"G15500","2005-2009","US",,,,,,,,,,,,,,,,"Burlington, NC Metro Area","15500",,,,,,,,,,,,,,,,"31000US15500","Burlington, NC Metro Area",69105,65761,56600,9161,7368,821,481,245,246,125,110,0,15,0,0,17,76,84,972,338,1732,"Burlington, NC Metro Area",1042,1070,1267,970,868,253,290,218,130,82,81,127,24,127,127,30,52,80,305,155,324
"G15540","2005-2009","US",,,,,,,,,,,,,,,,"Burlington-South Burlington, VT Metro Area","15540",,,,,,,,,,,,,,,,"31000US15540","Burlington-South Burlington, VT Metro Area",110328,92851,80777,12074,9708,1391,491,212,272,1800,1681,5,13,44,57,107,208,1299,7748,911,5404,"Burlington-South Burlington, VT Metro Area",1294,1494,1517,777,767,320,217,96,126,296,281,10,14,45,41,90,81,284,711,230,496
"G15580","2005-2009","US",,,,,,,,,,,,,,,,"Butte-Silver Bow, MT Micro Area","15580",,,,,,,,,,,,,,,,"31000US15580","Butte-Silver Bow, MT Micro Area",15429,13793,12148,1645,1173,218,63,86,105,106,106,0,0,0,0,44,0,61,676,242,507,"Butte-Silver Bow, MT Micro Area",531,579,547,264,236,91,60,65,77,80,80,104,104,104,104,50,104,75,247,136,117
"G15620","2005-2009","US",,,,,,,,,,,,,,,,"Cadillac, MI Micro Area","15620",,,,,,,,,,,,,,,,"31000US15620","Cadillac, MI Micro Area",19597,17762,15606,2156,1776,252,74,25,29,167,165,0,0,0,2,0,51,68,529,84,936,"Cadillac, MI Micro Area",391,427,452,244,228,89,43,27,17,170,170,109,109,109,3,109,29,31,104,39,148
